scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
  scene0780_00_300: FAIL
scene0782_00_930: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_930_sub.bin
  scene0780_00_0: FAIL
  scene0758_00_315: FAIL
  scene0796_00_0: FAIL
scene0782_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_960_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0709_00_0: FAIL
scene0782_00_1110: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1110_sub.bin
  scene0797_00_525: FAIL
  scene0804_00_0: FAIL
  scene0797_00_255: FAIL
scene0782_00_1170: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1170_sub.bin
  scene0733_00_0: FAIL
  scene0805_00_300: FAIL
  scene0788_00_390: FAIL
scene0782_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1215_sub.bin
  scene0781_00_555: FAIL
  scene0718_00_120: FAIL
  scene0776_00_570: FAIL
scene0782_00_1260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1260_sub.bin
  scene0718_00_120: FAIL
  scene0802_00_930: FAIL
  scene0717_00_150: FAIL
scene0782_00_1335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1335_sub.bin
  scene0787_00_2370: FAIL
  scene0777_00_435: FAIL
  scene0733_00_0: FAIL
scene0782_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1380_sub.bin
  scene0718_00_120: FAIL
  scene0708_00_765: FAIL
  scene0760_00_0: FAIL
scene0782_00_1425: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1425_sub.bin
  scene0786_00_0: FAIL
  scene0805_00_300: FAIL
  scene0776_00_2370: FAIL
scene0782_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1455_sub.bin
  scene0797_00_255: FAIL
  scene0785_00_1035: FAIL
  scene0788_00_0: FAIL
scene0782_00_1500: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0782_00/scene0782_00_1500_sub.bin
  scene0797_00_525: FAIL
  scene0804_00_0: FAIL
  scene0760_00_420: FAIL
scene0783_00_120: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_120_sub.bin
  scene0782_00_0: FAIL
  scene0774_00_945: FAIL
  scene0789_00_0: FAIL
scene0783_00_150: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_150_sub.bin
  scene0797_00_525: FAIL
  scene0803_00_0: FAIL
  scene0797_00_255: FAIL
scene0783_00_240: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_240_sub.bin
  scene0721_00_1200: FAIL
  scene0764_00_0: FAIL
  scene0766_00_0: FAIL
scene0783_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_270_sub.bin
  scene0797_00_525: FAIL
  scene0802_00_375: FAIL
  scene0750_00_0: FAIL
scene0783_00_315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_315_sub.bin
  scene0717_00_150: FAIL
  scene0785_00_1035: FAIL
  scene0783_00_645: 0.4545073018430907 SUCCESS
scene0783_00_360: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_360_sub.bin
  scene0759_00_195: FAIL
  scene0787_00_2370: FAIL
  scene0733_00_1275: FAIL
scene0783_00_405: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_405_sub.bin
  scene0786_00_0: FAIL
  scene0755_00_0: FAIL
  scene0805_00_300: FAIL
scene0783_00_450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_450_sub.bin
  scene0782_00_0: FAIL
  scene0746_00_165: FAIL
  scene0774_00_945: FAIL
scene0783_00_510: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_510_sub.bin
  scene0783_00_0: 0.6950423672232846 SUCCESS
scene0783_00_525: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_525_sub.bin
  scene0785_00_2970: FAIL
  scene0754_00_2295: FAIL
  scene0745_00_0: FAIL
scene0783_00_555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_555_sub.bin
  scene0803_00_0: FAIL
  scene0797_00_255: FAIL
  scene0790_00_570: FAIL
scene0783_00_600: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_600_sub.bin
  scene0797_00_255: FAIL
  scene0803_00_0: FAIL
  scene0781_00_0: FAIL
scene0783_00_705: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_705_sub.bin
  scene0781_00_0: FAIL
  scene0803_00_0: FAIL
  scene0802_00_375: FAIL
scene0783_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_750_sub.bin
  scene0781_00_0: FAIL
  scene0802_00_375: FAIL
  scene0795_00_0: FAIL
scene0783_00_810: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_810_sub.bin
  scene0776_00_2370: FAIL
  scene0755_00_0: FAIL
  scene0786_00_0: FAIL
scene0783_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_915_sub.bin
  scene0755_00_0: FAIL
  scene0759_00_195: FAIL
  scene0788_00_870: FAIL
scene0783_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_960_sub.bin
  scene0759_00_195: FAIL
  scene0776_00_0: FAIL
  scene0796_00_0: FAIL
scene0783_00_1035: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1035_sub.bin
  scene0805_00_300: FAIL
  scene0786_00_0: FAIL
  scene0780_00_840: FAIL
scene0783_00_1065: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1065_sub.bin
  scene0788_00_1005: FAIL
  scene0708_00_600: FAIL
  scene0776_00_1965: FAIL
scene0783_00_1110: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1110_sub.bin
  scene0770_00_330: FAIL
  scene0770_00_0: FAIL
  scene0770_00_690: FAIL
scene0783_00_1140: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1140_sub.bin
  scene0774_00_210: FAIL
  scene0776_00_1695: FAIL
  scene0797_00_900: FAIL
scene0783_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1215_sub.bin
  scene0770_00_1140: FAIL
  scene0775_00_0: FAIL
  scene0781_00_1215: FAIL
scene0783_00_1260: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1260_sub.bin
  scene0783_00_0: 0.08200594072781776 SUCCESS
scene0783_00_1305: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1305_sub.bin
  scene0774_00_945: FAIL
  scene0781_00_555: FAIL
  scene0801_00_0: FAIL
scene0783_00_1350: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1350_sub.bin
  scene0797_00_525: FAIL
  scene0740_00_0: FAIL
  scene0802_00_375: FAIL
scene0783_00_1395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1395_sub.bin
  scene0797_00_525: FAIL
  scene0802_00_375: FAIL
  scene0740_00_0: FAIL
scene0783_00_1440: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1440_sub.bin
  scene0776_00_2370: FAIL
  scene0783_00_645: 1.7255950815342862 SUCCESS
scene0783_00_1485: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1485_sub.bin
  scene0788_00_0: FAIL
  scene0780_00_1215: FAIL
  scene0790_00_0: FAIL
scene0783_00_1530: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0783_00/scene0783_00_1530_sub.bin
  scene0776_00_570: FAIL
  scene0787_00_1425: FAIL
  scene0783_00_645: 0.38220967650818705 SUCCESS
scene0784_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_135_sub.bin
  scene0776_00_570: FAIL
  scene0798_00_195: FAIL
  scene0792_00_0: FAIL
scene0784_00_180: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_180_sub.bin
  scene0762_00_0: FAIL
  scene0757_00_2535: FAIL
  scene0753_00_0: FAIL
scene0784_00_255: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_255_sub.bin
  scene0784_00_900: 3.4929070929143498 FAIL
  scene0798_00_195: FAIL
  scene0792_00_0: FAIL
scene0784_00_300: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_300_sub.bin
  scene0784_00_0: 0.9237483499119394 SUCCESS
scene0784_00_390: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_390_sub.bin
  scene0801_00_0: FAIL
  scene0784_00_900: 3.756439704248801 FAIL
  scene0781_00_0: FAIL
scene0784_00_495: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_495_sub.bin
  scene0757_00_0: FAIL
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
scene0784_00_615: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_615_sub.bin
  scene0761_00_2040: FAIL
  scene0788_00_180: FAIL
  scene0747_00_2325: FAIL
scene0784_00_645: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_645_sub.bin
  scene0761_00_2040: FAIL
  scene0714_00_0: FAIL
  scene0733_00_0: FAIL
scene0784_00_690: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_690_sub.bin
  scene0798_00_195: FAIL
  scene0787_00_1425: FAIL
  scene0776_00_570: FAIL
scene0784_00_735: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_735_sub.bin
  scene0717_00_150: FAIL
  scene0788_00_0: FAIL
  scene0708_00_0: FAIL
scene0784_00_765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_765_sub.bin
  scene0797_00_255: FAIL
  scene0717_00_150: FAIL
  scene0782_00_0: FAIL
scene0784_00_855: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_855_sub.bin
  scene0802_00_930: FAIL
  scene0747_00_0: FAIL
  scene0788_00_180: FAIL
scene0784_00_975: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_975_sub.bin
  scene0784_00_900: 0.1819667201103736 SUCCESS
scene0784_00_1020: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1020_sub.bin
  scene0746_00_0: FAIL
  scene0803_00_990: FAIL
  scene0779_00_0: FAIL
scene0784_00_1050: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1050_sub.bin
  scene0776_00_570: FAIL
  scene0734_00_1905: FAIL
  scene0717_00_150: FAIL
scene0784_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1095_sub.bin
  scene0716_00_270: FAIL
  scene0761_00_390: FAIL
  scene0710_00_0: FAIL
scene0784_00_1185: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1185_sub.bin
  scene0758_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0776_00_0: FAIL
scene0784_00_1215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1215_sub.bin
  scene0790_00_0: FAIL
  scene0774_00_0: FAIL
  scene0755_00_0: FAIL
scene0784_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1275_sub.bin
  scene0733_00_1275: FAIL
  scene0757_00_1140: FAIL
  scene0774_00_0: FAIL
scene0784_00_1305: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1305_sub.bin
  scene0796_00_0: FAIL
  scene0718_00_0: FAIL
  scene0747_00_2325: FAIL
scene0784_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1380_sub.bin
  scene0775_00_915: FAIL
  scene0798_00_195: FAIL
  scene0742_00_0: FAIL
scene0784_00_1500: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1500_sub.bin
  scene0717_00_150: FAIL
  scene0709_00_405: FAIL
  scene0802_00_930: FAIL
scene0784_00_1560: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1560_sub.bin
  scene0780_00_840: FAIL
  scene0717_00_150: FAIL
  scene0776_00_0: FAIL
scene0784_00_1590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1590_sub.bin
  scene0717_00_150: FAIL
  scene0790_00_0: FAIL
  scene0746_00_165: FAIL
scene0784_00_1620: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1620_sub.bin
  scene0754_00_2295: FAIL
  scene0711_00_315: FAIL
  scene0710_00_0: FAIL
scene0784_00_1650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1650_sub.bin
  scene0788_00_870: FAIL
  scene0758_00_0: FAIL
  scene0733_00_1275: FAIL
scene0784_00_1695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1695_sub.bin
  scene0776_00_2370: FAIL
  scene0755_00_0: FAIL
  scene0788_00_870: FAIL
scene0784_00_1845: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1845_sub.bin
  scene0797_00_525: FAIL
  scene0787_00_0: FAIL
  scene0750_00_0: FAIL
scene0784_00_1890: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1890_sub.bin
  scene0716_00_270: FAIL
  scene0787_00_1425: FAIL
  scene0734_00_1905: FAIL
scene0784_00_1950: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_1950_sub.bin
  scene0709_00_735: FAIL
  scene0784_00_900: 1.823102399013355 SUCCESS
scene0784_00_2085: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2085_sub.bin
  scene0762_00_0: FAIL
  scene0757_00_2535: FAIL
  scene0789_00_720: FAIL
scene0784_00_2145: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2145_sub.bin
  scene0728_00_0: FAIL
  scene0735_00_0: FAIL
  scene0743_00_0: FAIL
scene0784_00_2220: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2220_sub.bin
  scene0728_00_0: FAIL
  scene0735_00_0: FAIL
  scene0743_00_0: FAIL
scene0784_00_2370: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2370_sub.bin
  scene0731_00_0: FAIL
  scene0730_00_0: FAIL
  scene0755_00_3030: FAIL
scene0784_00_2580: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2580_sub.bin
  scene0728_00_0: FAIL
  scene0743_00_0: FAIL
  scene0767_00_0: FAIL
scene0784_00_2670: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2670_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0784_00_2835: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2835_sub.bin
  scene0802_00_375: FAIL
  scene0795_00_0: FAIL
  scene0781_00_0: FAIL
scene0784_00_2940: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_2940_sub.bin
  scene0780_00_1215: FAIL
  scene0734_00_1905: FAIL
  scene0775_00_915: FAIL
scene0784_00_3105: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3105_sub.bin
  scene0788_00_870: FAIL
  scene0752_00_0: FAIL
  scene0776_00_0: FAIL
scene0784_00_3270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3270_sub.bin
  scene0734_00_1905: FAIL
  scene0773_00_0: FAIL
  scene0742_00_0: FAIL
scene0784_00_3330: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3330_sub.bin
  scene0799_00_645: FAIL
  scene0770_00_870: FAIL
  scene0802_00_930: FAIL
scene0784_00_3375: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3375_sub.bin
  scene0745_00_0: FAIL
  scene0792_00_0: FAIL
  scene0787_00_1425: FAIL
scene0784_00_3525: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3525_sub.bin
  scene0752_00_120: FAIL
  scene0734_00_1155: FAIL
  scene0784_00_900: 0.7463301905880536 SUCCESS
scene0784_00_3615: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3615_sub.bin
  scene0762_00_1020: FAIL
  scene0757_00_0: FAIL
  scene0803_00_990: FAIL
scene0784_00_3690: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3690_sub.bin
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
  scene0768_00_0: FAIL
scene0784_00_3840: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3840_sub.bin
  scene0773_00_0: FAIL
  scene0775_00_915: FAIL
  scene0800_00_0: FAIL
scene0784_00_3885: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_3885_sub.bin
  scene0726_00_0: FAIL
  scene0721_00_1200: FAIL
  scene0745_00_660: FAIL
scene0784_00_4050: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4050_sub.bin
  scene0785_00_1035: FAIL
  scene0790_00_0: FAIL
  scene0778_00_0: FAIL
scene0784_00_4095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4095_sub.bin
  scene0775_00_915: FAIL
  scene0773_00_0: FAIL
  scene0736_00_3600: FAIL
scene0784_00_4140: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4140_sub.bin
  scene0753_00_0: FAIL
  scene0789_00_720: FAIL
  scene0761_00_390: FAIL
scene0784_00_4365: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4365_sub.bin
  scene0800_00_0: FAIL
  scene0746_00_165: FAIL
  scene0775_00_915: FAIL
scene0784_00_4395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4395_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0757_00_0: FAIL
scene0784_00_4590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4590_sub.bin
  scene0740_00_525: FAIL
  scene0716_00_0: FAIL
  scene0787_00_1005: FAIL
scene0784_00_4665: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4665_sub.bin
  scene0730_00_0: FAIL
  scene0743_00_0: FAIL
  scene0755_00_3030: FAIL
scene0784_00_4755: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4755_sub.bin
  scene0775_00_915: FAIL
  scene0790_00_570: FAIL
  scene0749_00_0: FAIL
scene0784_00_4815: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4815_sub.bin
  scene0725_00_0: FAIL
  scene0757_00_1590: FAIL
  scene0707_00_0: FAIL
scene0784_00_4860: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4860_sub.bin
  scene0725_00_0: FAIL
  scene0757_00_1590: FAIL
  scene0747_00_105: FAIL
scene0784_00_4890: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0784_00/scene0784_00_4890_sub.bin
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
  scene0745_00_0: FAIL
scene0785_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_135_sub.bin
  scene0801_00_0: FAIL
  scene0792_00_0: FAIL
  scene0749_00_0: FAIL
scene0785_00_165: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_165_sub.bin
  scene0711_00_315: FAIL
  scene0710_00_0: FAIL
  scene0761_00_390: FAIL
scene0785_00_210: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_210_sub.bin
  scene0734_00_1155: FAIL
  scene0785_00_0: 0.75094616230519 SUCCESS
scene0785_00_270: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_270_sub.bin
  scene0774_00_0: FAIL
  scene0720_00_0: FAIL
  scene0733_00_1275: FAIL
scene0785_00_330: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_330_sub.bin
  scene0790_00_570: FAIL
  scene0775_00_915: FAIL
  scene0792_00_0: FAIL
scene0785_00_390: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_390_sub.bin
  scene0788_00_0: FAIL
  scene0708_00_0: FAIL
  scene0733_00_1275: FAIL
scene0785_00_480: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_480_sub.bin
  scene0742_00_0: FAIL
  scene0775_00_915: FAIL
  scene0790_00_570: FAIL
scene0785_00_555: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_555_sub.bin
  scene0733_00_1275: FAIL
  scene0774_00_0: FAIL
  scene0776_00_0: FAIL
scene0785_00_600: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_600_sub.bin
  scene0774_00_0: FAIL
  scene0788_00_870: FAIL
  scene0759_00_195: FAIL
scene0785_00_645: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_645_sub.bin
  scene0786_00_0: FAIL
  scene0748_00_0: FAIL
  scene0759_00_195: FAIL
scene0785_00_750: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_750_sub.bin
  scene0792_00_0: FAIL
  scene0785_00_0: 4.132448577319056 FAIL
  scene0745_00_0: FAIL
scene0785_00_825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_825_sub.bin
  scene0720_00_0: FAIL
  scene0747_00_240: FAIL
  scene0747_00_2325: FAIL
scene0785_00_900: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_900_sub.bin
  scene0786_00_0: FAIL
  scene0768_00_1095: FAIL
  scene0755_00_0: FAIL
scene0785_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_915_sub.bin
  scene0747_00_3240: FAIL
  scene0718_00_270: FAIL
  scene0806_00_0: FAIL
scene0785_00_960: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_960_sub.bin
  scene0734_00_1905: FAIL
  scene0746_00_165: FAIL
  scene0773_00_0: FAIL
scene0785_00_990: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_990_sub.bin
  scene0778_00_0: FAIL
  scene0785_00_1035: 1.13053004357957 SUCCESS
scene0785_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1095_sub.bin
  scene0734_00_1905: FAIL
  scene0798_00_195: FAIL
  scene0782_00_0: FAIL
scene0785_00_1155: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1155_sub.bin
  scene0761_00_2040: FAIL
  scene0720_00_0: FAIL
  scene0759_00_195: FAIL
scene0785_00_1230: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1230_sub.bin
  scene0795_00_0: FAIL
  scene0740_00_0: FAIL
  scene0802_00_375: FAIL
scene0785_00_1335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1335_sub.bin
  scene0733_00_1275: FAIL
  scene0708_00_0: FAIL
  scene0774_00_0: FAIL
scene0785_00_1410: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1410_sub.bin
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
  scene0754_00_0: FAIL
scene0785_00_1545: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1545_sub.bin
  scene0790_00_570: FAIL
  scene0803_00_0: FAIL
  scene0775_00_915: FAIL
scene0785_00_1830: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1830_sub.bin
  scene0788_00_870: FAIL
  scene0780_00_0: FAIL
  scene0717_00_150: FAIL
scene0785_00_1875: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1875_sub.bin
  scene0787_00_2370: FAIL
  scene0761_00_2040: FAIL
  scene0759_00_195: FAIL
scene0785_00_1905: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_1905_sub.bin
  scene0733_00_1275: FAIL
  scene0717_00_150: FAIL
  scene0802_00_930: FAIL
scene0785_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2070_sub.bin
  scene0796_00_0: FAIL
  scene0759_00_195: FAIL
  scene0774_00_0: FAIL
scene0785_00_2115: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0785_00/scene0785_00_2115_sub.bin
  scene0788_00_870: FAIL
