scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
--scene0725_00_0: FAIL
scene0780_00_675: scans/scene0780_00/pnvlad_pcd/scene0780_00_675_sub.bin
--scene0757_00_1140: FAIL
--scene0737_00_0: FAIL
--scene0724_00_0: FAIL
scene0780_00_720: scans/scene0780_00/pnvlad_pcd/scene0780_00_720_sub.bin
--scene0725_00_0: FAIL
--scene0775_00_450: FAIL
--scene0747_00_105: FAIL
scene0780_00_765: scans/scene0780_00/pnvlad_pcd/scene0780_00_765_sub.bin
--scene0790_00_570: FAIL
--scene0736_00_4260: FAIL
--scene0757_00_1590: FAIL
scene0780_00_915: scans/scene0780_00/pnvlad_pcd/scene0780_00_915_sub.bin
--scene0757_00_2535: FAIL
--scene0744_00_765: FAIL
--scene0759_00_0: FAIL
scene0780_00_990: scans/scene0780_00/pnvlad_pcd/scene0780_00_990_sub.bin
--scene0753_00_0: FAIL
--scene0747_00_240: FAIL
--scene0785_00_735: FAIL
scene0780_00_1095: scans/scene0780_00/pnvlad_pcd/scene0780_00_1095_sub.bin
--scene0744_00_765: FAIL
--scene0757_00_0: FAIL
--scene0725_00_0: FAIL
scene0780_00_1155: scans/scene0780_00/pnvlad_pcd/scene0780_00_1155_sub.bin
--scene0776_00_570: FAIL
--scene0757_00_1590: FAIL
--scene0722_00_0: FAIL
scene0780_00_1185: scans/scene0780_00/pnvlad_pcd/scene0780_00_1185_sub.bin
--scene0767_00_0: FAIL
--scene0744_00_765: FAIL
--scene0775_00_450: FAIL
scene0780_00_1260: scans/scene0780_00/pnvlad_pcd/scene0780_00_1260_sub.bin
--scene0757_00_0: FAIL
--scene0775_00_450: FAIL
--scene0728_00_0: FAIL
scene0780_00_1425: scans/scene0780_00/pnvlad_pcd/scene0780_00_1425_sub.bin
--scene0757_00_1590: FAIL
--scene0725_00_0: FAIL
--scene0780_00_1215: 0.7454177258308148 SUCCESS
scene0780_00_1470: scans/scene0780_00/pnvlad_pcd/scene0780_00_1470_sub.bin
--scene0753_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0761_00_2040: FAIL
scene0780_00_1530: scans/scene0780_00/pnvlad_pcd/scene0780_00_1530_sub.bin
--scene0709_00_0: FAIL
--scene0785_00_735: FAIL
--scene0746_00_0: FAIL
scene0780_00_1590: scans/scene0780_00/pnvlad_pcd/scene0780_00_1590_sub.bin
--scene0735_00_0: FAIL
--scene0707_00_0: FAIL
--scene0785_00_1035: FAIL
scene0780_00_1650: scans/scene0780_00/pnvlad_pcd/scene0780_00_1650_sub.bin
--scene0749_00_2205: FAIL
--scene0801_00_0: FAIL
--scene0725_00_0: FAIL
scene0780_00_1785: scans/scene0780_00/pnvlad_pcd/scene0780_00_1785_sub.bin
--scene0758_00_315: FAIL
--scene0709_00_0: FAIL
--scene0785_00_0: FAIL
scene0780_00_1845: scans/scene0780_00/pnvlad_pcd/scene0780_00_1845_sub.bin
--scene0777_00_435: FAIL
--scene0757_00_1590: FAIL
--scene0776_00_0: FAIL
scene0780_00_1890: scans/scene0780_00/pnvlad_pcd/scene0780_00_1890_sub.bin
--scene0787_00_0: FAIL
--scene0760_00_0: FAIL
--scene0788_00_0: FAIL
scene0780_00_1920: scans/scene0780_00/pnvlad_pcd/scene0780_00_1920_sub.bin
--scene0746_00_0: FAIL
--scene0782_00_885: FAIL
--scene0785_00_735: FAIL
scene0781_00_45: scans/scene0781_00/pnvlad_pcd/scene0781_00_45_sub.bin
--scene0776_00_570: FAIL
--scene0782_00_885: FAIL
--scene0793_00_315: FAIL
scene0781_00_120: scans/scene0781_00/pnvlad_pcd/scene0781_00_120_sub.bin
--scene0775_00_450: FAIL
--scene0720_00_0: FAIL
--scene0780_00_840: FAIL
scene0781_00_210: scans/scene0781_00/pnvlad_pcd/scene0781_00_210_sub.bin
--scene0761_00_2040: FAIL
--scene0709_00_0: FAIL
--scene0757_00_1140: FAIL
scene0781_00_360: scans/scene0781_00/pnvlad_pcd/scene0781_00_360_sub.bin
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
--scene0770_00_870: FAIL
scene0781_00_390: scans/scene0781_00/pnvlad_pcd/scene0781_00_390_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_2535: FAIL
--scene0736_00_0: FAIL
scene0781_00_435: scans/scene0781_00/pnvlad_pcd/scene0781_00_435_sub.bin
--scene0752_00_120: FAIL
--scene0761_00_2595: FAIL
--scene0793_00_315: FAIL
scene0781_00_480: scans/scene0781_00/pnvlad_pcd/scene0781_00_480_sub.bin
--scene0770_00_870: FAIL
--scene0802_00_930: FAIL
--scene0793_00_1245: FAIL
scene0781_00_690: scans/scene0781_00/pnvlad_pcd/scene0781_00_690_sub.bin
--scene0757_00_1140: FAIL
--scene0777_00_435: FAIL
--scene0781_00_1215: 3.718202634082768 FAIL
scene0781_00_810: scans/scene0781_00/pnvlad_pcd/scene0781_00_810_sub.bin
--scene0716_00_0: FAIL
--scene0776_00_570: FAIL
--scene0791_00_0: FAIL
scene0781_00_855: scans/scene0781_00/pnvlad_pcd/scene0781_00_855_sub.bin
--scene0760_00_0: FAIL
--scene0797_00_255: FAIL
--scene0777_00_435: FAIL
scene0781_00_900: scans/scene0781_00/pnvlad_pcd/scene0781_00_900_sub.bin
--scene0776_00_570: FAIL
--scene0791_00_0: FAIL
--scene0757_00_1590: FAIL
scene0781_00_945: scans/scene0781_00/pnvlad_pcd/scene0781_00_945_sub.bin
--scene0791_00_0: FAIL
--scene0776_00_570: FAIL
--scene0783_00_0: FAIL
scene0781_00_1005: scans/scene0781_00/pnvlad_pcd/scene0781_00_1005_sub.bin
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
--scene0776_00_570: FAIL
scene0781_00_1050: scans/scene0781_00/pnvlad_pcd/scene0781_00_1050_sub.bin
--scene0791_00_0: FAIL
--scene0783_00_0: FAIL
--scene0796_00_615: FAIL
scene0781_00_1095: scans/scene0781_00/pnvlad_pcd/scene0781_00_1095_sub.bin
--scene0788_00_180: FAIL
--scene0783_00_0: FAIL
--scene0802_00_930: FAIL
scene0781_00_1125: scans/scene0781_00/pnvlad_pcd/scene0781_00_1125_sub.bin
--scene0795_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0782_00_885: FAIL
scene0781_00_1245: scans/scene0781_00/pnvlad_pcd/scene0781_00_1245_sub.bin
--scene0770_00_870: FAIL
--scene0781_00_1215: 0.7847240524121252 SUCCESS
scene0781_00_1305: scans/scene0781_00/pnvlad_pcd/scene0781_00_1305_sub.bin
--scene0795_00_0: FAIL
--scene0714_00_0: FAIL
--scene0774_00_210: FAIL
scene0781_00_1335: scans/scene0781_00/pnvlad_pcd/scene0781_00_1335_sub.bin
--scene0793_00_1245: FAIL
--scene0774_00_945: FAIL
--scene0791_00_0: FAIL
scene0781_00_1395: scans/scene0781_00/pnvlad_pcd/scene0781_00_1395_sub.bin
--scene0718_00_0: FAIL
--scene0793_00_1245: FAIL
--scene0733_00_0: FAIL
scene0781_00_1440: scans/scene0781_00/pnvlad_pcd/scene0781_00_1440_sub.bin
--scene0791_00_0: FAIL
--scene0752_00_120: FAIL
--scene0738_00_465: FAIL
scene0781_00_1485: scans/scene0781_00/pnvlad_pcd/scene0781_00_1485_sub.bin
--scene0795_00_0: FAIL
--scene0805_00_645: FAIL
--scene0791_00_0: FAIL
scene0781_00_1530: scans/scene0781_00/pnvlad_pcd/scene0781_00_1530_sub.bin
--scene0805_00_645: FAIL
--scene0781_00_1215: 2.516109607079907 SUCCESS
scene0781_00_1575: scans/scene0781_00/pnvlad_pcd/scene0781_00_1575_sub.bin
--scene0757_00_1140: FAIL
--scene0770_00_870: FAIL
--scene0777_00_435: FAIL
scene0781_00_1665: scans/scene0781_00/pnvlad_pcd/scene0781_00_1665_sub.bin
--scene0791_00_0: FAIL
--scene0783_00_0: FAIL
--scene0757_00_1590: FAIL
scene0781_00_1695: scans/scene0781_00/pnvlad_pcd/scene0781_00_1695_sub.bin
--scene0776_00_570: FAIL
--scene0782_00_885: FAIL
--scene0757_00_1590: FAIL
scene0781_00_1740: scans/scene0781_00/pnvlad_pcd/scene0781_00_1740_sub.bin
--scene0761_00_2040: FAIL
--scene0747_00_105: FAIL
--scene0783_00_0: FAIL
scene0781_00_1770: scans/scene0781_00/pnvlad_pcd/scene0781_00_1770_sub.bin
--scene0752_00_120: FAIL
--scene0782_00_885: FAIL
--scene0747_00_240: FAIL
scene0781_00_1830: scans/scene0781_00/pnvlad_pcd/scene0781_00_1830_sub.bin
--scene0733_00_0: FAIL
--scene0793_00_1035: FAIL
--scene0787_00_0: FAIL
scene0781_00_1875: scans/scene0781_00/pnvlad_pcd/scene0781_00_1875_sub.bin
--scene0757_00_1590: FAIL
--scene0733_00_0: FAIL
--scene0761_00_2040: FAIL
scene0781_00_1920: scans/scene0781_00/pnvlad_pcd/scene0781_00_1920_sub.bin
--scene0752_00_120: FAIL
--scene0747_00_240: FAIL
--scene0757_00_1140: FAIL
scene0781_00_1965: scans/scene0781_00/pnvlad_pcd/scene0781_00_1965_sub.bin
--scene0802_00_930: FAIL
--scene0761_00_2040: FAIL
--scene0757_00_1140: FAIL
scene0781_00_2040: scans/scene0781_00/pnvlad_pcd/scene0781_00_2040_sub.bin
--scene0782_00_885: FAIL
--scene0761_00_2040: FAIL
--scene0725_00_0: FAIL
scene0781_00_2070: scans/scene0781_00/pnvlad_pcd/scene0781_00_2070_sub.bin
--scene0782_00_885: FAIL
--scene0783_00_0: FAIL
--scene0760_00_0: FAIL
scene0781_00_2115: scans/scene0781_00/pnvlad_pcd/scene0781_00_2115_sub.bin
--scene0757_00_2535: FAIL
--scene0736_00_0: FAIL
--scene0780_00_1215: FAIL
scene0781_00_2175: scans/scene0781_00/pnvlad_pcd/scene0781_00_2175_sub.bin
--scene0801_00_0: FAIL
--scene0802_00_930: FAIL
--scene0760_00_0: FAIL
scene0781_00_2235: scans/scene0781_00/pnvlad_pcd/scene0781_00_2235_sub.bin
--scene0752_00_120: FAIL
--scene0782_00_885: FAIL
--scene0757_00_1590: FAIL
scene0781_00_2280: scans/scene0781_00/pnvlad_pcd/scene0781_00_2280_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
--scene0782_00_885: FAIL
scene0781_00_2325: scans/scene0781_00/pnvlad_pcd/scene0781_00_2325_sub.bin
--scene0770_00_870: FAIL
--scene0782_00_885: FAIL
--scene0757_00_1590: FAIL
scene0782_00_75: scans/scene0782_00/pnvlad_pcd/scene0782_00_75_sub.bin
--scene0752_00_120: FAIL
--scene0709_00_0: FAIL
--scene0782_00_885: 2.986619743236317 SUCCESS
scene0782_00_135: scans/scene0782_00/pnvlad_pcd/scene0782_00_135_sub.bin
--scene0758_00_0: FAIL
--scene0719_00_345: FAIL
--scene0760_00_0: FAIL
scene0782_00_165: scans/scene0782_00/pnvlad_pcd/scene0782_00_165_sub.bin
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
--scene0761_00_2040: FAIL
scene0782_00_300: scans/scene0782_00/pnvlad_pcd/scene0782_00_300_sub.bin
--scene0761_00_2040: FAIL
--scene0782_00_885: 2.332523623306559 SUCCESS
scene0782_00_345: scans/scene0782_00/pnvlad_pcd/scene0782_00_345_sub.bin
--scene0757_00_1140: FAIL
--scene0774_00_945: FAIL
--scene0761_00_2040: FAIL
scene0782_00_390: scans/scene0782_00/pnvlad_pcd/scene0782_00_390_sub.bin
--scene0782_00_885: 2.722065929798764 SUCCESS
scene0782_00_435: scans/scene0782_00/pnvlad_pcd/scene0782_00_435_sub.bin
--scene0733_00_0: FAIL
--scene0782_00_885: 2.39939321906453 SUCCESS
scene0782_00_480: scans/scene0782_00/pnvlad_pcd/scene0782_00_480_sub.bin
--scene0757_00_1140: FAIL
--scene0761_00_2595: FAIL
--scene0802_00_930: FAIL
scene0782_00_525: scans/scene0782_00/pnvlad_pcd/scene0782_00_525_sub.bin
--scene0783_00_0: FAIL
--scene0725_00_0: FAIL
--scene0716_00_270: FAIL
scene0782_00_570: scans/scene0782_00/pnvlad_pcd/scene0782_00_570_sub.bin
--scene0752_00_120: FAIL
--scene0736_00_0: FAIL
--scene0720_00_0: FAIL
scene0782_00_660: scans/scene0782_00/pnvlad_pcd/scene0782_00_660_sub.bin
--scene0760_00_0: FAIL
--scene0801_00_0: FAIL
--scene0797_00_255: FAIL
scene0782_00_705: scans/scene0782_00/pnvlad_pcd/scene0782_00_705_sub.bin
--scene0760_00_0: FAIL
--scene0709_00_735: FAIL
--scene0761_00_0: FAIL
scene0782_00_765: scans/scene0782_00/pnvlad_pcd/scene0782_00_765_sub.bin
--scene0754_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0746_00_0: FAIL
scene0782_00_810: scans/scene0782_00/pnvlad_pcd/scene0782_00_810_sub.bin
--scene0761_00_2040: FAIL
--scene0782_00_885: 0.40371754085956446 SUCCESS
scene0782_00_930: scans/scene0782_00/pnvlad_pcd/scene0782_00_930_sub.bin
--scene0747_00_105: FAIL
--scene0776_00_570: FAIL
--scene0782_00_885: 0.9443537721761339 SUCCESS
scene0782_00_960: scans/scene0782_00/pnvlad_pcd/scene0782_00_960_sub.bin
--scene0757_00_0: FAIL
--scene0776_00_570: FAIL
--scene0783_00_0: FAIL
scene0782_00_1110: scans/scene0782_00/pnvlad_pcd/scene0782_00_1110_sub.bin
--scene0744_00_765: FAIL
--scene0761_00_390: FAIL
--scene0725_00_0: FAIL
scene0782_00_1170: scans/scene0782_00/pnvlad_pcd/scene0782_00_1170_sub.bin
--scene0757_00_1140: FAIL
--scene0770_00_870: FAIL
--scene0796_00_0: FAIL
scene0782_00_1215: scans/scene0782_00/pnvlad_pcd/scene0782_00_1215_sub.bin
--scene0801_00_0: FAIL
--scene0716_00_270: FAIL
--scene0782_00_885: 2.6038085337868786 SUCCESS
scene0782_00_1260: scans/scene0782_00/pnvlad_pcd/scene0782_00_1260_sub.bin
--scene0743_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0721_00_840: FAIL
scene0782_00_1335: scans/scene0782_00/pnvlad_pcd/scene0782_00_1335_sub.bin
--scene0777_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0782_00_885: 2.8381715679265063 SUCCESS
scene0782_00_1380: scans/scene0782_00/pnvlad_pcd/scene0782_00_1380_sub.bin
--scene0760_00_0: FAIL
--scene0777_00_435: FAIL
--scene0802_00_930: FAIL
scene0782_00_1425: scans/scene0782_00/pnvlad_pcd/scene0782_00_1425_sub.bin
--scene0757_00_0: FAIL
--scene0707_00_240: FAIL
--scene0776_00_570: FAIL
scene0782_00_1455: scans/scene0782_00/pnvlad_pcd/scene0782_00_1455_sub.bin
--scene0707_00_0: FAIL
--scene0785_00_1035: FAIL
--scene0785_00_735: FAIL
scene0782_00_1500: scans/scene0782_00/pnvlad_pcd/scene0782_00_1500_sub.bin
--scene0782_00_885: 2.4145512194055105 SUCCESS
scene0783_00_120: scans/scene0783_00/pnvlad_pcd/scene0783_00_120_sub.bin
--scene0788_00_0: FAIL
--scene0791_00_0: FAIL
--scene0753_00_0: FAIL
scene0783_00_150: scans/scene0783_00/pnvlad_pcd/scene0783_00_150_sub.bin
--scene0805_00_645: FAIL
--scene0758_00_315: FAIL
--scene0709_00_0: FAIL
scene0783_00_240: scans/scene0783_00/pnvlad_pcd/scene0783_00_240_sub.bin
--scene0776_00_570: FAIL
--scene0770_00_870: FAIL
--scene0759_00_195: FAIL
scene0783_00_270: scans/scene0783_00/pnvlad_pcd/scene0783_00_270_sub.bin
--scene0757_00_1140: FAIL
--scene0777_00_975: FAIL
--scene0752_00_120: FAIL
scene0783_00_315: scans/scene0783_00/pnvlad_pcd/scene0783_00_315_sub.bin
--scene0761_00_2595: FAIL
--scene0757_00_1590: FAIL
--scene0757_00_1140: FAIL
scene0783_00_360: scans/scene0783_00/pnvlad_pcd/scene0783_00_360_sub.bin
--scene0777_00_435: FAIL
--scene0757_00_1140: FAIL
--scene0760_00_0: FAIL
scene0783_00_405: scans/scene0783_00/pnvlad_pcd/scene0783_00_405_sub.bin
--scene0757_00_1140: FAIL
--scene0758_00_315: FAIL
--scene0760_00_0: FAIL
scene0783_00_450: scans/scene0783_00/pnvlad_pcd/scene0783_00_450_sub.bin
--scene0782_00_885: FAIL
--scene0740_00_0: FAIL
--scene0785_00_735: FAIL
scene0783_00_510: scans/scene0783_00/pnvlad_pcd/scene0783_00_510_sub.bin
--scene0761_00_2595: FAIL
--scene0793_00_315: FAIL
--scene0791_00_1290: FAIL
scene0783_00_525: scans/scene0783_00/pnvlad_pcd/scene0783_00_525_sub.bin
--scene0756_00_1650: FAIL
--scene0798_00_195: FAIL
--scene0739_00_0: FAIL
scene0783_00_555: scans/scene0783_00/pnvlad_pcd/scene0783_00_555_sub.bin
--scene0805_00_300: FAIL
--scene0761_00_2040: FAIL
--scene0782_00_885: FAIL
scene0783_00_600: scans/scene0783_00/pnvlad_pcd/scene0783_00_600_sub.bin
--scene0757_00_1140: FAIL
--scene0785_00_735: FAIL
--scene0784_00_900: FAIL
scene0783_00_705: scans/scene0783_00/pnvlad_pcd/scene0783_00_705_sub.bin
--scene0770_00_870: FAIL
--scene0757_00_1140: FAIL
--scene0761_00_2040: FAIL
scene0783_00_750: scans/scene0783_00/pnvlad_pcd/scene0783_00_750_sub.bin
--scene0802_00_930: FAIL
--scene0801_00_0: FAIL
--scene0790_00_0: FAIL
scene0783_00_810: scans/scene0783_00/pnvlad_pcd/scene0783_00_810_sub.bin
--scene0777_00_975: FAIL
--scene0719_00_345: FAIL
--scene0782_00_885: FAIL
scene0783_00_915: scans/scene0783_00/pnvlad_pcd/scene0783_00_915_sub.bin
--scene0760_00_0: FAIL
--scene0761_00_2040: FAIL
--scene0780_00_1215: FAIL
scene0783_00_960: scans/scene0783_00/pnvlad_pcd/scene0783_00_960_sub.bin
--scene0777_00_975: FAIL
--scene0757_00_1140: FAIL
--scene0791_00_0: FAIL
scene0783_00_1035: scans/scene0783_00/pnvlad_pcd/scene0783_00_1035_sub.bin
--scene0776_00_570: FAIL
--scene0718_00_0: FAIL
--scene0757_00_1140: FAIL
scene0783_00_1065: scans/scene0783_00/pnvlad_pcd/scene0783_00_1065_sub.bin
--scene0718_00_120: FAIL
--scene0788_00_390: FAIL
--scene0788_00_1005: FAIL
scene0783_00_1110: scans/scene0783_00/pnvlad_pcd/scene0783_00_1110_sub.bin
--scene0774_00_210: FAIL
--scene0788_00_390: FAIL
--scene0794_00_0: FAIL
scene0783_00_1140: scans/scene0783_00/pnvlad_pcd/scene0783_00_1140_sub.bin
--scene0783_00_0: 1.0076677195624948 SUCCESS
scene0783_00_1215: scans/scene0783_00/pnvlad_pcd/scene0783_00_1215_sub.bin
--scene0783_00_0: 0.3607312673246071 SUCCESS
scene0783_00_1260: scans/scene0783_00/pnvlad_pcd/scene0783_00_1260_sub.bin
--scene0796_00_0: FAIL
--scene0782_00_885: FAIL
--scene0776_00_570: FAIL
scene0783_00_1305: scans/scene0783_00/pnvlad_pcd/scene0783_00_1305_sub.bin
--scene0758_00_315: FAIL
--scene0757_00_1140: FAIL
--scene0759_00_195: FAIL
scene0783_00_1350: scans/scene0783_00/pnvlad_pcd/scene0783_00_1350_sub.bin
--scene0761_00_2595: FAIL
--scene0747_00_105: FAIL
--scene0782_00_885: FAIL
scene0783_00_1395: scans/scene0783_00/pnvlad_pcd/scene0783_00_1395_sub.bin
--scene0776_00_570: FAIL
--scene0802_00_930: FAIL
--scene0774_00_945: FAIL
scene0783_00_1440: scans/scene0783_00/pnvlad_pcd/scene0783_00_1440_sub.bin
--scene0781_00_1215: FAIL
--scene0805_00_645: FAIL
--scene0782_00_885: FAIL
scene0783_00_1485: scans/scene0783_00/pnvlad_pcd/scene0783_00_1485_sub.bin
--scene0776_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0801_00_0: FAIL
scene0783_00_1530: scans/scene0783_00/pnvlad_pcd/scene0783_00_1530_sub.bin
--scene0788_00_0: FAIL
--scene0782_00_0: FAIL
--scene0776_00_570: FAIL
scene0784_00_135: scans/scene0784_00/pnvlad_pcd/scene0784_00_135_sub.bin
--scene0757_00_1590: FAIL
--scene0716_00_180: FAIL
--scene0738_00_465: FAIL
scene0784_00_180: scans/scene0784_00/pnvlad_pcd/scene0784_00_180_sub.bin
--scene0801_00_0: FAIL
--scene0785_00_1035: FAIL
--scene0761_00_2595: FAIL
scene0784_00_255: scans/scene0784_00/pnvlad_pcd/scene0784_00_255_sub.bin
--scene0784_00_0: 0.5034489608903843 SUCCESS
scene0784_00_300: scans/scene0784_00/pnvlad_pcd/scene0784_00_300_sub.bin
--scene0757_00_0: FAIL
--scene0776_00_570: FAIL
--scene0760_00_0: FAIL
scene0784_00_390: scans/scene0784_00/pnvlad_pcd/scene0784_00_390_sub.bin
--scene0768_00_1095: FAIL
--scene0735_00_0: FAIL
--scene0763_00_0: FAIL
scene0784_00_495: scans/scene0784_00/pnvlad_pcd/scene0784_00_495_sub.bin
--scene0767_00_0: FAIL
--scene0743_00_0: FAIL
--scene0787_00_0: FAIL
scene0784_00_615: scans/scene0784_00/pnvlad_pcd/scene0784_00_615_sub.bin
--scene0747_00_2325: FAIL
--scene0746_00_165: FAIL
--scene0757_00_1590: FAIL
scene0784_00_645: scans/scene0784_00/pnvlad_pcd/scene0784_00_645_sub.bin
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
--scene0761_00_2040: FAIL
scene0784_00_690: scans/scene0784_00/pnvlad_pcd/scene0784_00_690_sub.bin
--scene0752_00_120: FAIL
--scene0720_00_0: FAIL
--scene0746_00_165: FAIL
scene0784_00_735: scans/scene0784_00/pnvlad_pcd/scene0784_00_735_sub.bin
--scene0775_00_450: FAIL
--scene0747_00_105: FAIL
--scene0725_00_0: FAIL
scene0784_00_765: scans/scene0784_00/pnvlad_pcd/scene0784_00_765_sub.bin
--scene0785_00_1035: FAIL
--scene0740_00_525: FAIL
--scene0797_00_0: FAIL
scene0784_00_855: scans/scene0784_00/pnvlad_pcd/scene0784_00_855_sub.bin
--scene0757_00_1590: FAIL
--scene0758_00_0: FAIL
--scene0761_00_2040: FAIL
scene0784_00_975: scans/scene0784_00/pnvlad_pcd/scene0784_00_975_sub.bin
--scene0784_00_900: 0.1819667201103736 SUCCESS
scene0784_00_1020: scans/scene0784_00/pnvlad_pcd/scene0784_00_1020_sub.bin
--scene0720_00_0: FAIL
--scene0746_00_165: FAIL
--scene0761_00_2595: FAIL
scene0784_00_1050: scans/scene0784_00/pnvlad_pcd/scene0784_00_1050_sub.bin
--scene0803_00_990: FAIL
--scene0720_00_0: FAIL
--scene0785_00_735: FAIL
scene0784_00_1095: scans/scene0784_00/pnvlad_pcd/scene0784_00_1095_sub.bin
--scene0749_00_2205: FAIL
--scene0731_00_0: FAIL
--scene0707_00_0: FAIL
scene0784_00_1185: scans/scene0784_00/pnvlad_pcd/scene0784_00_1185_sub.bin
--scene0784_00_0: 2.9526052356377424 SUCCESS
scene0784_00_1215: scans/scene0784_00/pnvlad_pcd/scene0784_00_1215_sub.bin
--scene0767_00_0: FAIL
--scene0773_00_0: FAIL
--scene0744_00_765: FAIL
scene0784_00_1275: scans/scene0784_00/pnvlad_pcd/scene0784_00_1275_sub.bin
--scene0725_00_0: FAIL
--scene0788_00_0: FAIL
--scene0761_00_2040: FAIL
scene0784_00_1305: scans/scene0784_00/pnvlad_pcd/scene0784_00_1305_sub.bin
--scene0783_00_0: FAIL
--scene0755_00_0: FAIL
--scene0707_00_240: FAIL
scene0784_00_1380: scans/scene0784_00/pnvlad_pcd/scene0784_00_1380_sub.bin
--scene0746_00_165: FAIL
--scene0725_00_0: FAIL
--scene0744_00_765: FAIL
scene0784_00_1500: scans/scene0784_00/pnvlad_pcd/scene0784_00_1500_sub.bin
--scene0753_00_435: FAIL
--scene0776_00_570: FAIL
--scene0746_00_0: FAIL
scene0784_00_1560: scans/scene0784_00/pnvlad_pcd/scene0784_00_1560_sub.bin
--scene0753_00_0: FAIL
--scene0709_00_0: FAIL
--scene0761_00_0: FAIL
scene0784_00_1590: scans/scene0784_00/pnvlad_pcd/scene0784_00_1590_sub.bin
--scene0780_00_300: FAIL
--scene0785_00_1035: FAIL
--scene0775_00_450: FAIL
scene0784_00_1620: scans/scene0784_00/pnvlad_pcd/scene0784_00_1620_sub.bin
--scene0734_00_1155: FAIL
--scene0737_00_0: FAIL
--scene0786_00_0: FAIL
scene0784_00_1650: scans/scene0784_00/pnvlad_pcd/scene0784_00_1650_sub.bin
--scene0746_00_165: FAIL
--scene0745_00_0: FAIL
--scene0747_00_2325: FAIL
scene0784_00_1695: scans/scene0784_00/pnvlad_pcd/scene0784_00_1695_sub.bin
--scene0743_00_0: FAIL
--scene0767_00_0: FAIL
--scene0720_00_0: FAIL
scene0784_00_1845: scans/scene0784_00/pnvlad_pcd/scene0784_00_1845_sub.bin
--scene0768_00_1095: FAIL
--scene0720_00_0: FAIL
--scene0787_00_1005: FAIL
scene0784_00_1890: scans/scene0784_00/pnvlad_pcd/scene0784_00_1890_sub.bin
--scene0797_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0790_00_570: FAIL
scene0784_00_1950: scans/scene0784_00/pnvlad_pcd/scene0784_00_1950_sub.bin
--scene0801_00_0: FAIL
--scene0740_00_525: FAIL
--scene0724_00_0: FAIL
scene0784_00_2085: scans/scene0784_00/pnvlad_pcd/scene0784_00_2085_sub.bin
--scene0785_00_1035: FAIL
--scene0731_00_0: FAIL
--scene0797_00_0: FAIL
scene0784_00_2145: scans/scene0784_00/pnvlad_pcd/scene0784_00_2145_sub.bin
--scene0730_00_0: FAIL
--scene0725_00_0: FAIL
--scene0790_00_570: FAIL
scene0784_00_2220: scans/scene0784_00/pnvlad_pcd/scene0784_00_2220_sub.bin
--scene0740_00_525: FAIL
--scene0763_00_0: FAIL
--scene0707_00_0: FAIL
scene0784_00_2370: scans/scene0784_00/pnvlad_pcd/scene0784_00_2370_sub.bin
--scene0785_00_735: FAIL
--scene0744_00_765: FAIL
--scene0728_00_0: FAIL
scene0784_00_2580: scans/scene0784_00/pnvlad_pcd/scene0784_00_2580_sub.bin
--scene0801_00_0: FAIL
--scene0740_00_525: FAIL
--scene0731_00_0: FAIL
scene0784_00_2670: scans/scene0784_00/pnvlad_pcd/scene0784_00_2670_sub.bin
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0740_00_525: FAIL
scene0784_00_2835: scans/scene0784_00/pnvlad_pcd/scene0784_00_2835_sub.bin
--scene0803_00_990: FAIL
--scene0717_00_150: FAIL
--scene0784_00_900: 1.3822650602688153 SUCCESS
scene0784_00_2940: scans/scene0784_00/pnvlad_pcd/scene0784_00_2940_sub.bin
--scene0803_00_990: FAIL
--scene0747_00_2325: FAIL
--scene0731_00_0: FAIL
scene0784_00_3105: scans/scene0784_00/pnvlad_pcd/scene0784_00_3105_sub.bin
--scene0725_00_0: FAIL
--scene0720_00_0: FAIL
--scene0707_00_0: FAIL
scene0784_00_3270: scans/scene0784_00/pnvlad_pcd/scene0784_00_3270_sub.bin
--scene0725_00_0: FAIL
--scene0731_00_0: FAIL
--scene0803_00_990: FAIL
scene0784_00_3330: scans/scene0784_00/pnvlad_pcd/scene0784_00_3330_sub.bin
--scene0752_00_120: FAIL
--scene0784_00_900: 0.9422699269889429 SUCCESS
scene0784_00_3375: scans/scene0784_00/pnvlad_pcd/scene0784_00_3375_sub.bin
--scene0725_00_0: FAIL
--scene0803_00_990: FAIL
--scene0784_00_900: 1.129752186581956 SUCCESS
scene0784_00_3525: scans/scene0784_00/pnvlad_pcd/scene0784_00_3525_sub.bin
--scene0751_00_0: FAIL
--scene0741_00_0: FAIL
--scene0736_00_4260: FAIL
